node_id,in_degree,out_degree,total_degree
9712192,0,3,3
9712193,28,35,63
9712194,2,19,21
9712195,11,24,35
9712196,0,19,19
9712197,30,10,40
9712198,1,0,1
9712199,25,16,41
9712200,14,9,23
9712201,59,22,81
9712202,15,36,51
9712203,2,1,3
9712204,1,11,12
9712205,6,14,20
9712206,18,20,38
9712207,0,4,4
9712208,1,3,4
9712209,1,13,14
9712210,3,4,7
9712211,75,16,91
9712212,1,11,12
9712213,22,33,55
9712214,73,16,89
9712215,11,32,43
9712216,4,0,4
9712217,0,2,2
9712218,2,16,18
9712219,1,2,3
9712220,4,18,22
9712221,11,23,34
9712222,12,8,20
9712223,22,27,49
9712224,1,12,13
9712225,1,5,6
9712226,28,19,47
9712227,0,8,8
9712228,0,2,2
9712229,3,0,3
9712230,113,19,132
9712231,3,15,18
9712232,3,9,12
9712233,1,24,25
9712234,0,3,3
9712235,2,4,6
9712236,23,13,36
9712237,0,1,1
9712238,14,16,30
9712239,84,11,95
9712241,8,24,32
9712242,1,6,7
9712243,1,1,2
9712244,4,0,4
9712245,1,8,9
9712246,2,2,4
9712247,4,8,12
9712248,4,3,7
9712249,1,19,20
9712250,2,0,2
9712251,197,15,212
9712252,3,13,16
9712253,65,201,266
9712254,9,4,13
9712255,0,3,3
9712256,62,5,67
9712257,68,29,97
9712258,43,1,44
9801001,2,1,3
9801002,23,29,52
9801003,1,1,2
9801004,3,3,6
9801005,2,6,8
9801007,3,7,10
9801008,3,19,22
9801009,2,10,12
9801010,2,5,7
9801012,0,5,5
9801013,0,3,3
9801014,9,9,18
9801015,1,6,7
9801016,1,6,7
9801017,29,26,55
9801018,6,4,10
9801019,60,16,76
9801020,32,31,63
9801021,7,13,20
9801022,8,21,29
9801023,15,31,46
9801024,40,15,55
9801025,0,4,4
9801026,3,5,8
9801027,5,11,16
9801028,0,1,1
9801029,3,7,10
9801030,55,19,74
9801031,3,2,5
9801032,3,18,21
9801033,11,7,18
9801034,11,21,32
9801035,3,0,3
9801036,12,35,47
9801037,1,4,5
9801038,9,28,37
9801039,3,21,24
9801040,7,5,12
9801041,2,2,4
9801042,24,18,42
9801043,3,6,9
9801044,3,6,9
9801045,1,1,2
9801046,10,12,22
9801047,19,7,26
9801048,12,22,34
9801049,21,41,62
9801050,0,4,4
9801051,12,8,20
9801052,7,8,15
9801053,14,23,37
9801054,3,8,11
9801055,0,5,5
9801056,3,6,9
9801057,21,27,48
9801058,6,24,30
9801059,0,3,3
9801060,20,73,93
9801061,29,18,47
9801062,7,11,18
9801063,1,5,6
9801064,3,22,25
9801066,15,18,33
9801067,17,37,54
9801068,0,1,1
9801069,0,2,2
9801070,27,48,75
9801071,0,11,11
9801072,5,16,21
9801073,36,12,48
9801074,0,22,22
9801075,7,2,9
9801076,35,18,53
9801078,2,16,18
9801079,6,9,15
9801080,1,7,8
9801081,18,32,50
9801082,6,2,8
9801083,4,17,21
9801084,17,49,66
9801085,6,11,17
9801086,0,4,4
9801087,22,30,52
9801088,5,4,9
9801089,0,6,6
9801090,8,42,50
9801091,5,2,7
9801092,1,4,5
9801093,5,17,22
9801094,7,3,10
9801095,0,40,40
9801096,4,3,7
9801097,3,8,11
9801098,0,1,1
9801099,5,3,8
9801100,1,2,3
9801101,1,5,6
9801102,2,14,16
9801103,0,1,1
9801104,10,14,24
9801105,13,2,15
9801106,9,10,19
9801107,3,7,10
9801108,16,12,28
9801109,0,25,25
9801110,24,28,52
9801111,0,10,10
9801112,1,4,5
9801113,0,12,12
9801114,22,17,39
9801115,5,5,10
9801116,0,35,35
9801117,1,2,3
9801118,7,20,27
9801120,14,38,52
9801121,32,18,50
9801122,12,7,19
9801123,12,24,36
9801124,3,30,33
9801125,7,55,62
9801126,5,1,6
9801127,39,9,48
9801128,15,11,26
9801129,8,4,12
9801130,2,0,2
9801132,19,109,128
9801133,28,18,46
9801134,60,29,89
9801135,13,30,43
9801136,0,2,2
9801138,1,8,9
9801139,14,11,25
9801140,3,8,11
9801141,13,16,29
9801142,21,10,31
9801143,2,4,6
9801144,9,87,96
9801145,8,16,24
9801146,15,18,33
9801147,66,15,81
9801148,2,11,13
9801149,6,29,35
9801150,0,2,2
9801151,8,25,33
9801152,7,27,34
9801154,1,12,13
9801155,4,13,17
9801156,1,12,13
9801157,14,19,33
9801158,9,19,28
9801159,8,25,33
9801160,13,22,35
9801161,27,18,45
9801162,1,13,14
9801163,3,2,5
9801164,1,5,6
9801165,31,15,46
9801166,5,27,32
9801167,2,0,2
9801168,5,0,5
9801169,5,11,16
9801170,26,11,37
9801171,9,2,11
9801172,4,1,5
9801173,8,51,59
9801175,3,33,36
9801176,3,7,10
9801177,0,2,2
9801178,1,1,2
9801179,1,7,8
9801180,15,23,38
9801181,3,30,33
9801182,131,126,257
9801183,24,31,55
9801184,8,0,8
9801185,1,0,1
9801186,2,0,2
9801187,1,19,20
9801188,3,0,3
9801189,20,15,35
9801190,1,4,5
9801191,1,10,11
9801192,6,14,20
9801193,1,3,4
9801194,2,23,25
9801195,47,8,55
9801196,3,11,14
9801197,3,2,5
9801198,0,2,2
9801199,2,6,8
9801200,1,15,16
9801201,7,2,9
9801202,20,11,31
9801203,1,1,2
9801204,10,12,22
9801205,53,29,82
9801206,105,16,121
9801207,10,71,81
9802002,0,4,4
9802003,5,11,16
9802004,4,50,54
9802005,4,33,37
9802006,0,3,3
9802007,57,71,128
9802008,1,5,6
9802009,4,24,28
9802010,15,55,70
9802012,22,5,27
9802013,4,7,11
9802014,1,0,1
9802015,28,2,30
9802016,25,31,56
9802017,3,15,18
9802018,3,11,14
9802019,4,2,6
9802020,2,6,8
9802021,0,1,1
9802022,2,5,7
9802023,8,18,26
9802024,3,1,4
9802025,2,0,2
9802026,23,26,49
9802027,5,7,12
9802028,0,3,3
9802029,20,7,27
9802030,33,1,34
9802031,0,4,4
9802032,21,66,87
9802033,41,24,65
9802034,1,7,8
9802035,0,1,1
9802036,3,2,5
9802037,11,15,26
9802039,28,18,46
9802040,6,2,8
9802041,5,34,39
9802042,308,38,346
9802043,11,14,25
9802044,1,1,2
9802045,4,9,13
9802047,69,31,100
9802048,0,13,13
9802049,30,9,39
9802050,4,3,7
9802051,87,207,294
9802052,43,12,55
9802053,0,2,2
9802054,0,1,1
9802055,5,0,5
9802056,5,4,9
9802057,12,27,39
9802059,0,2,2
9802060,1,2,3
9802061,22,5,27
9802062,2,5,7
9802063,10,10,20
9802064,26,15,41
9802065,2,2,4
9802066,7,5,12
9802067,164,214,378
9802068,232,25,257
9802069,42,18,60
9802070,2,5,7
9802071,13,27,40
9802073,5,50,55
9802074,36,4,40
9802075,0,10,10
9802076,57,8,65
9802077,3,2,5
9802078,0,2,2
9802079,0,4,4
9802080,12,9,21
9802081,1,0,1
9802082,14,9,23
9802083,4,5,9
9802084,2,8,10
9802085,56,23,79
9802086,1,5,6
9802087,1,0,1
9802088,57,26,83
9802089,1,10,11
9802090,9,17,26
9802091,4,29,33
9802092,9,15,24
9802093,6,10,16
9802094,2,2,4
9802095,0,15,15
9802096,9,4,13
9802097,6,2,8
9802098,0,1,1
9802099,5,70,75
9802100,8,5,13
9802101,6,5,11
9802102,13,12,25
9802103,29,20,49
9802104,0,1,1
9802105,8,1,9
9802106,2,0,2
9802107,10,14,24
9802108,33,7,40
9802109,1641,12,1653
9802110,0,7,7
9802111,8,10,18
9802112,2,0,2
9802113,7,17,24
9802115,3,2,5
9802116,80,3,83
9802117,5,4,9
9802118,6,16,22
9802119,3,7,10
9802120,11,5,16
9802121,11,26,37
9802122,6,1,7
9802124,1,4,5
9802125,4,12,16
9802126,62,13,75
9802127,11,13,24
9802129,6,4,10
9802130,9,68,77
9802131,2,1,3
9802132,9,5,14
9802133,13,32,45
9802134,0,4,4
9802136,3,4,7
9802137,1,0,1
9802138,6,2,8
9802139,8,22,30
9802140,4,20,24
9802141,10,23,33
9802143,2,7,9
9802146,2,1,3
9802147,8,36,44
9802148,9,25,34
9802149,4,0,4
9802150,1775,22,1797
9802151,3,55,58
9802152,9,15,24
9802153,0,15,15
9802154,4,3,7
9802155,1,14,15
9802156,1,3,4
9802157,0,1,1
9802158,14,10,24
9802159,2,2,4
9802160,5,3,8
9802161,0,1,1
9802162,44,13,57
9802163,10,55,65
9802164,8,13,21
9802166,2,1,3
9802167,10,1,11
9802168,46,42,88
9802169,1,11,12
9802170,0,14,14
9802171,0,2,2
9802172,1,0,1
9802173,11,20,31
9802174,28,19,47
9802175,8,5,13
9802176,1,26,27
9802177,0,3,3
9802178,2,11,13
9802179,6,21,27
9802180,5,0,5
9802182,0,14,14
9802183,301,17,318
9802184,0,1,1
9802185,36,33,69
9802186,8,17,25
9802187,12,15,27
9802188,3,5,8
9802189,20,8,28
9802190,8,10,18
9802191,19,5,24
9802192,0,4,4
9802193,1,13,14
9802194,22,22,44
9802195,45,15,60
9802196,9,11,20
9802197,3,30,33
9802198,53,22,75
9802199,21,12,33
9802200,0,2,2
9802201,1,13,14
9802202,26,20,46
9802203,131,17,148
9802204,2,13,15
9803001,247,23,270
9803002,315,14,329
9803003,11,13,24
9803004,9,50,59
9803005,14,12,26
9803006,7,23,30
9803007,12,18,30
9803008,2,0,2
9803009,3,0,3
9803011,22,4,26
9803012,9,3,12
9803013,31,8,39
9803014,10,22,32
9803015,229,11,240
9803016,0,2,2
9803017,3,5,8
9803018,11,10,21
9803019,16,21,37
9803020,1,6,7
9803022,4,5,9
9803023,76,32,108
9803024,2,7,9
9803025,9,3,12
9803026,14,15,29
9803027,25,12,37
9803028,50,37,87
9803029,2,13,15
9803030,12,15,27
9803031,157,13,170
9803032,1,0,1
9803033,12,13,25
9803034,10,2,12
9803035,3,2,5
9803036,3,9,12
9803037,0,3,3
9803038,11,10,21
9803039,68,28,96
9803040,10,14,24
9803041,13,27,40
9803042,1,9,10
9803043,4,1,5
9803044,58,22,80
9803045,1,9,10
9803046,11,8,19
9803047,0,9,9
9803048,10,27,37
9803049,10,5,15
9803050,11,16,27
9803051,86,34,120
9803052,3,5,8
9803053,75,8,83
9803054,36,37,73
9803055,0,3,3
9803056,19,10,29
9803057,1,9,10
9803058,10,34,44
9803059,4,3,7
9803060,36,28,64
9803061,61,39,100
9803062,0,1,1
9803063,16,2,18
9803064,11,25,36
9803065,9,18,27
9803066,8,19,27
9803067,74,22,96
9803068,62,19,81
9803069,3,29,32
9803070,0,1,1
9803071,8,17,25
9803072,16,123,139
9803073,2,1,3
9803074,2,3,5
9803075,2,0,2
9803076,123,24,147
9803077,55,28,83
9803078,2,33,35
9803079,5,6,11
9803080,13,19,32
9803081,3,15,18
9803082,23,32,55
9803083,5,12,17
9803084,17,1,18
9803085,34,29,63
9803086,38,31,69
9803087,9,17,26
9803088,10,25,35
9803089,2,1,3
9803090,27,41,68
9803091,15,7,22
9803092,12,25,37
9803093,0,12,12
9803094,4,6,10
9803095,0,8,8
9803096,14,21,35
9803097,24,10,34
9803099,4,1,5
9803100,1,9,10
9803101,4,3,7
9803102,0,3,3
9803103,45,22,67
9803104,11,4,15
9803105,3,6,9
9803106,8,7,15
9803107,9,31,40
9803108,11,54,65
9803109,50,49,99
9803110,0,10,10
9803111,33,33,66
9803112,8,7,15
9803113,2,2,4
9803114,5,7,12
9803115,3,0,3
9803116,73,63,136
9803117,54,5,59
9803118,6,6,12
9803119,31,33,64
9803120,12,28,40
9803121,8,2,10
9803122,10,2,12
9803123,16,19,35
9803124,3,41,44
9803125,2,3,5
9803126,23,28,51
9803127,46,19,65
9803128,10,0,10
9803129,4,4,8
9803130,1,4,5
9803131,475,58,533
9803132,17,5,22
9803133,24,3,27
9803135,95,33,128
9803136,4,11,15
9803137,73,33,106
9803138,43,36,79
9803139,10,16,26
9803140,16,31,47
9803141,65,23,88
9803142,44,45,89
9803143,4,18,22
9803144,9,4,13
9803145,24,21,45
9803146,9,22,31
9803148,2,12,14
9803149,3,5,8
9803150,0,27,27
9803151,1,3,4
9803152,2,11,13
9803153,4,6,10
9803154,8,11,19
9803155,4,5,9
9803156,25,3,28
9803157,7,0,7
9803158,3,2,5
9803159,1,2,3
9803160,4,6,10
9803161,2,4,6
9803162,3,36,39
9803163,44,33,77
9803164,13,6,19
9803165,4,3,7
9803166,50,23,73
9803167,59,47,106
9803168,7,41,48
9803169,1,3,4
9803170,27,14,41
9803171,75,25,100
9803172,0,6,6
9803173,3,17,20
9803174,9,44,53
9803175,7,6,13
9803176,24,13,37
9803177,16,6,22
9803178,3,4,7
9803179,9,3,12
9803180,0,16,16
9803181,1,6,7
9803182,5,8,13
9803183,11,27,38
9803184,13,2,15
9803185,4,14,18
9803186,8,16,24
9803187,2,3,5
9803188,27,22,49
9803189,4,36,40
9803190,0,5,5
9803191,4,41,45
9803192,5,19,24
9803193,19,40,59
9803194,123,54,177
9803195,1,9,10
9803196,13,9,22
9803197,10,33,43
9803198,3,25,28
9803199,1,10,11
9803200,10,3,13
9803201,3,5,8
9803202,1,3,4
9803203,9,6,15
9803204,5,14,19
9803205,41,11,52
9803206,17,5,22
9803207,9,1,10
9803208,3,7,10
9803209,54,31,85
9803210,11,6,17
9803211,1,0,1
9803212,3,4,7
9803213,0,4,4
9803214,69,67,136
9803215,1,27,28
9803216,50,26,76
9803217,15,25,40
9803218,1,9,10
9803219,1,1,2
9803220,9,45,54
9803221,9,6,15
9803222,2,3,5
9803223,1,3,4
9803224,31,17,48
9803225,2,18,20
9803226,7,3,10
9803227,16,27,43
9803228,7,22,29
9803229,3,10,13
9803230,4,8,12
9803231,58,83,141
9803232,57,64,121
9803233,4,1,5
9803234,8,5,13
9803235,208,40,248
9803236,0,6,6
9803237,6,12,18
9803238,0,4,4
9803239,20,19,39
9803240,1,19,20
9803241,0,4,4
9803242,3,8,11
9803243,5,13,18
9803245,1,4,5
9803246,0,2,2
9803247,3,13,16
9803248,2,4,6
9803249,65,5,70
9803250,9,8,17
9803251,84,34,118
9803252,16,15,31
9803253,2,3,5
9803254,2,15,17
9803256,0,3,3
9803257,3,14,17
9803258,9,11,20
9803259,38,38,76
9803260,23,11,34
9803261,0,11,11
9803262,7,17,24
9803263,78,44,122
9803264,15,0,15
9803265,82,18,100
9804001,52,14,66
9804002,4,2,6
9804003,1,6,7
9804004,6,2,8
9804005,1,6,7
9804006,24,58,82
9804007,2,16,18
9804008,0,9,9
9804009,44,28,72
9804010,32,13,45
9804011,29,21,50
9804012,4,8,12
9804013,8,10,18
9804014,7,30,37
9804015,1,0,1
9804016,8,16,24
9804017,0,3,3
9804018,6,16,22
9804019,21,23,44
9804020,0,19,19
9804021,7,12,19
9804022,3,4,7
9804023,25,12,37
9804024,3,4,7
9804025,6,8,14
9804026,107,25,132
9804027,44,29,73
9804028,22,20,42
9804029,6,27,33
9804030,3,6,9
9804031,16,21,37
9804032,8,8,16
9804033,11,5,16
9804034,6,21,27
9804035,106,7,113
9804036,2,4,6
9804037,3,17,20
9804038,9,43,52
9804039,0,10,10
9804040,1,7,8
9804041,2,18,20
9804042,2,9,11
9804043,0,19,19
9804044,0,4,4
9804045,2,11,13
9804046,0,3,3
9804047,4,5,9
9804048,1,5,6
9804049,7,1,8
9804050,5,20,25
9804051,28,26,54
9804052,2,3,5
9804053,11,7,18
9804054,2,0,2
9804055,1,30,31
9804056,16,32,48
9804057,4,24,28
9804058,244,62,306
9804059,1,39,40
9804060,14,58,72
9804061,6,46,52
9804062,16,50,66
9804063,2,9,11
9804064,6,9,15
9804065,7,19,26
9804066,4,9,13
9804067,6,17,23
9804068,14,19,33
9804069,19,14,33
9804070,7,5,12
9804071,9,3,12
9804072,6,6,12
9804074,4,15,19
9804075,1,10,11
9804076,23,13,36
9804077,0,3,3
9804078,0,6,6
9804080,1,4,5
9804081,14,5,19
9804082,0,11,11
9804083,123,21,144
9804084,9,39,48
9804085,222,24,246
9804086,3,52,55
9804087,11,25,36
9804088,2,2,4
9804089,9,9,18
9804090,1,1,2
9804091,6,1,7
9804092,80,51,131
9804093,15,17,32
9804094,6,4,10
9804095,27,32,59
9804096,28,35,63
9804097,5,27,32
9804098,2,7,9
9804099,7,12,19
9804100,1,0,1
9804101,12,6,18
9804102,1,7,8
9804103,2,5,7
9804104,14,11,25
9804105,19,62,81
9804106,12,7,19
9804107,0,2,2
9804108,1,13,14
9804109,3,1,4
9804110,55,17,72
9804111,54,44,98
9804112,1,8,9
9804113,2,26,28
9804114,7,42,49
9804115,13,30,43
9804117,0,1,1
9804118,10,10,20
9804119,4,9,13
9804120,25,6,31
9804121,41,29,70
9804122,6,4,10
9804123,31,39,70
9804124,45,41,86
9804125,26,11,37
9804126,35,44,79
9804127,0,2,2
9804128,3,4,7
9804129,6,29,35
9804130,3,1,4
9804131,48,12,60
9804132,17,7,24
9804133,5,2,7
9804134,0,2,2
9804135,6,13,19
9804136,6,6,12
9804137,0,2,2
9804138,4,5,9
9804139,35,9,44
9804140,0,5,5
9804141,6,43,49
9804142,7,7,14
9804143,19,6,25
9804144,1,0,1
9804145,0,9,9
9804146,0,4,4
9804147,7,1,8
9804148,1,3,4
9804149,32,19,51
9804150,2,24,26
9804151,20,56,76
9804152,3,7,10
9804153,3,9,12
9804156,3,17,20
9804157,10,31,41
9804159,26,21,47
9804160,47,34,81
9804161,4,5,9
9804162,0,8,8
9804163,33,14,47
9804164,37,40,77
9804165,0,4,4
9804166,47,13,60
9804167,4,7,11
9804168,23,19,42
9804169,2,2,4
9804170,129,17,146
9804172,21,15,36
9804173,5,17,22
9804174,48,23,71
9804175,14,17,31
9804176,32,46,78
9804177,81,1,82
9804178,0,4,4
9804180,47,20,67
9804182,20,43,63
9804183,0,22,22
9804184,43,31,74
9804185,9,1,10
9804186,2,6,8
9804187,0,3,3
9804188,23,37,60
9804189,0,3,3
9804190,3,9,12
9804191,0,3,3
9804192,15,2,17
9804194,0,3,3
9804195,0,1,1
9804196,0,7,7
9804197,5,2,7
9804198,0,7,7
9804199,46,5,51
9804200,7,39,46
9804201,7,16,23
9804202,12,27,39
9804203,0,7,7
9804204,2,3,5
9804205,5,29,34
9804206,4,24,28
9804207,1,0,1
9804208,29,43,72
9804209,5,14,19
9804210,34,36,70
9805001,1,6,7
9805002,1,2,3
9805005,13,6,19
9805006,22,18,40
9805007,16,22,38
9805008,16,6,22
9805009,8,5,13
9805010,1,9,10
9805012,4,7,11
9805013,12,6,18
9805014,29,29,58
9805015,29,8,37
9805016,0,3,3
9805017,0,7,7
9805018,62,23,85
9805019,235,30,265
9805020,6,8,14
9805022,4,0,4
9805023,13,8,21
9805024,2,0,2
9805025,3,6,9
9805026,5,8,13
9805027,1,21,22
9805028,153,8,161
9805029,10,26,36
9805030,6,7,13
9805031,4,15,19
9805032,4,7,11
9805033,2,2,4
9805034,95,16,111
9805035,1,2,3
9805036,7,0,7
9805037,3,3,6
9805038,8,6,14
9805039,0,11,11
9805040,6,1,7
9805041,54,16,70
9805042,0,7,7
9805043,8,3,11
9805044,4,22,26
9805045,12,38,50
9805046,10,11,21
9805047,9,51,60
9805048,0,19,19
9805049,1,5,6
9805050,15,32,47
9805051,13,78,91
9805052,4,3,7
9805053,0,11,11
9805054,9,11,20
9805055,9,4,13
9805056,17,13,30
9805057,1,0,1
9805058,3,38,41
9805059,7,2,9
9805060,2,1,3
9805061,3,1,4
9805062,0,3,3
9805064,14,17,31
9805065,15,22,37
9805067,14,0,14
9805068,0,10,10
9805069,55,17,72
9805070,18,13,31
9805071,25,13,38
9805072,2,6,8
9805073,12,14,26
9805074,1,12,13
9805075,0,23,23
9805076,9,34,43
9805077,4,1,5
9805078,18,18,36
9805079,3,3,6
9805080,9,13,22
9805081,14,11,25
9805082,40,42,82
9805083,14,16,30
9805084,14,8,22
9805085,4,5,9
9805086,11,7,18
9805087,19,11,30
9805088,2,4,6
9805089,4,6,10
9805090,5,7,12
9805091,25,25,50
9805092,0,6,6
9805093,5,20,25
9805094,9,5,14
9805095,4,2,6
9805096,75,29,104
9805097,45,44,89
9805098,8,0,8
9805099,1,21,22
9805100,0,4,4
9805101,10,9,19
9805102,4,9,13
9805103,1,2,3
9805104,23,11,34
9805105,68,10,78
9805106,30,15,45
9805107,1,25,26
9805108,26,10,36
9805109,25,25,50
9805110,16,12,28
9805111,9,6,15
9805112,173,24,197
9805113,5,21,26
9805114,295,6,301
9805115,7,7,14
9805116,9,7,16
9805117,13,9,22
9805118,2,1,3
9805119,4,0,4
9805120,11,33,44
9805121,16,32,48
9805122,2,16,18
9805123,4,38,42
9805124,4,10,14
9805125,26,5,31
9805126,13,30,43
9805127,3,0,3
9805128,5,5,10
9805129,114,30,144
9805130,3,12,15
9805131,70,52,122
9805132,10,3,13
9805133,9,14,23
9805134,4,8,12
9805135,0,3,3
9805136,18,41,59
9805137,6,5,11
9805138,3,1,4
9805139,64,35,99
9805140,46,22,68
9805141,28,43,71
9805142,6,28,34
9805143,22,17,39
9805144,3,7,10
9805145,62,10,72
9805146,26,25,51
9805147,0,8,8
9805148,3,11,14
9805150,21,4,25
9805151,38,1,39
9805152,14,15,29
9805153,33,9,42
9805154,4,27,31
9805155,5,14,19
9805156,87,41,128
9805157,115,24,139
9805158,24,30,54
9805159,3,16,19
9805160,5,5,10
9805161,1,1,2
9805162,42,10,52
9805163,3,7,10
9805164,1,5,6
9805165,30,24,54
9805166,3,0,3
9805167,5,10,15
9805168,40,11,51
9805170,297,15,312
9805171,155,21,176
9805172,44,57,101
9805173,6,5,11
9805174,3,4,7
9805175,15,9,24
9805176,15,5,20
9805177,12,0,12
9805178,12,6,18
9805179,8,13,21
9805180,12,15,27
9805181,26,32,58
9805182,5,26,31
9805183,17,1,18
9805184,8,9,17
9805185,27,38,65
9805186,0,2,2
9805187,6,8,14
9805188,7,14,21
9805189,17,25,42
9805190,9,17,26
9805191,16,35,51
9805196,0,1,1
9805197,2,4,6
9805198,2,6,8
9805199,8,12,20
9805200,14,10,24
9805201,3,4,7
9805202,0,7,7
9805203,1,6,7
9805204,13,10,23
9805205,7,2,9
9805206,11,20,31
9805207,23,15,38
9805208,24,39,63
9805209,8,26,34
9805210,0,4,4
9805211,1,6,7
9805212,6,12,18
9805214,3,0,3
9805215,6,4,10
9805216,2,8,10
9805217,76,7,83
9805218,17,22,39
9805219,6,4,10
9805220,28,26,54
9806001,2,27,29
9806002,6,12,18
9806003,16,17,33
9806004,11,19,30
9806005,4,31,35
9806006,4,3,7
9806007,5,2,7
9806008,49,40,89
9806009,8,78,86
9806010,3,13,16
9806011,15,30,45
9806012,4,16,20
9806013,3,5,8
9806015,5,28,33
9806016,11,8,19
9806017,3,18,21
9806018,25,15,40
9806019,3,18,21
9806020,0,6,6
9806021,89,23,112
9806022,80,15,95
9806023,3,1,4
9806024,57,14,71
9806025,0,3,3
9806026,83,25,108
9806027,5,4,9
9806028,45,17,62
9806029,0,6,6
9806030,6,16,22
9806031,0,4,4
9806032,8,35,43
9806033,1,12,13
9806034,24,7,31
9806035,1,1,2
9806036,2,19,21
9806037,16,15,31
9806038,9,3,12
9806039,93,3,96
9806040,15,15,30
9806041,12,40,52
9806042,56,28,84
9806043,2,15,17
9806044,47,20,67
9806045,0,4,4
9806046,1,3,4
9806047,4,11,15
9806048,1,3,4
9806049,6,6,12
9806050,1,13,14
9806051,157,50,207
9806052,6,16,22
9806053,2,1,3
9806054,8,4,12
9806055,16,24,40
9806056,16,19,35
9806057,1,18,19
9806059,8,36,44
9806060,0,6,6
9806062,10,22,32
9806063,1,6,7
9806064,0,1,1
9806065,12,8,20
9806066,22,21,43
9806067,0,2,2
9806068,15,21,36
9806069,38,29,67
9806070,1,0,1
9806071,3,24,27
9806072,10,5,15
9806073,5,1,6
9806074,155,18,173
9806075,17,22,39
9806076,0,13,13
9806077,4,0,4
9806078,6,11,17
9806079,0,15,15
9806080,47,20,67
9806081,17,12,29
9806082,14,12,26
9806083,2,2,4
9806084,7,7,14
9806085,17,21,38
9806086,1,25,26
9806087,233,21,254
9806088,4,2,6
9806089,9,8,17
9806090,9,3,12
9806091,28,38,66
9806092,10,22,32
9806093,0,8,8
9806094,22,21,43
9806095,65,30,95
9806096,8,20,28
9806097,6,1,7
9806098,4,2,6
9806099,42,41,83
9806100,6,0,6
9806101,0,2,2
9806102,0,1,1
9806103,31,28,59
9806104,103,99,202
9806105,0,10,10
9806106,37,15,52
9806107,2,4,6
9806108,58,17,75
9806109,15,15,30
9806110,29,15,44
9806111,2,3,5
9806112,2,24,26
9806113,10,31,41
9806114,8,1,9
9806115,7,25,32
9806116,0,6,6
9806117,9,1,10
9806118,3,2,5
9806119,33,10,43
9806120,54,37,91
9806121,10,6,16
9806122,11,17,28
9806123,1,112,113
9806124,10,10,20
9806125,50,26,76
9806126,6,36,42
9806127,10,8,18
9806128,29,4,33
9806129,16,28,44
9806130,1,14,15
9806131,23,26,49
9806132,12,36,48
9806133,23,16,39
9806134,3,3,6
9806135,1,7,8
9806136,15,28,43
9806137,0,8,8
9806138,6,9,15
9806139,6,20,26
9806140,35,10,45
9806141,4,37,41
9806142,0,14,14
9806143,35,25,60
9806144,16,59,75
9806145,1,2,3
9806146,124,42,166
9806147,5,17,22
9806148,5,4,9
9806149,19,21,40
9806150,1,17,18
9806151,2,23,25
9806152,4,2,6
9806153,18,9,27
9806154,7,20,27
9806155,105,5,110
9806156,7,9,16
9806157,3,11,14
9806158,22,18,40
9806159,92,47,139
9806160,11,8,19
9806161,12,23,35
9806162,16,10,26
9806163,6,8,14
9806164,1,1,2
9806165,3,2,5
9806166,8,6,14
9806167,7,14,21
9806168,11,11,22
9806169,30,45,75
9806170,3,22,25
9806171,32,7,39
9806172,1,0,1
9806173,8,28,36
9806174,6,7,13
9806175,3,19,22
9806176,7,9,16
9806177,12,42,54
9806178,8,35,43
9806179,0,29,29
9806180,27,13,40
9806181,3,3,6
9806182,1,22,23
9806183,3,0,3
9806184,2,18,20
9806185,0,2,2
9806186,4,23,27
9806188,6,8,14
9806189,5,7,12
9806190,7,8,15
9806191,11,19,30
9806192,2,1,3
9806193,11,2,13
9806194,173,37,210
9806195,20,59,79
9806196,1,5,6
9806197,23,26,49
9806198,7,9,16
9806199,88,159,247
9806200,0,2,2
9806201,1,13,14
9806202,0,3,3
9806203,3,6,9
9806204,4,23,27
9806205,0,5,5
9806206,2,5,7
9806207,1,1,2
9806208,0,6,6
9806209,1,6,7
9806210,1,5,6
9806211,0,14,14
9806212,1,15,16
9806213,2,25,27
9806214,17,25,42
9806215,0,3,3
9806216,56,16,72
9806217,49,23,72
9806218,0,5,5
9806219,0,5,5
9806220,8,8,16
9806221,2,9,11
9806222,3,5,8
9806223,5,0,5
9806224,2,32,34
9806225,4,29,33
9806226,17,13,30
9806227,8,8,16
9806228,10,0,10
9806229,0,16,16
9806230,43,17,60
9806231,10,7,17
9806233,8,9,17
9806234,5,6,11
9806235,31,15,46
9806236,25,16,41
9806237,4,6,10
9806238,23,16,39
9806239,6,15,21
9806240,33,61,94
9806241,14,6,20
9806242,2,24,26
9806243,5,5,10
9806244,12,13,25
9806245,0,17,17
9806246,4,15,19
9806247,1,4,5
9806248,2,3,5
9806249,8,5,13
9807001,0,5,5
9807002,0,12,12
9807003,3,6,9
9807004,10,6,16
9807006,5,16,21
9807007,7,12,19
9807008,13,32,45
9807009,2,11,13
9807010,0,2,2
9807011,56,42,98
9807012,4,17,21
9807014,19,30,49
9807015,1,2,3
9807016,14,4,18
9807017,4,3,7
9807018,1,0,1
9807019,17,11,28
9807020,1,3,4
9807022,9,7,16
9807023,4,10,14
9807024,19,0,19
9807025,5,2,7
9807026,10,21,31
9807027,0,3,3
9807029,7,14,21
9807031,6,6,12
9807032,0,4,4
9807033,101,39,140
9807034,30,21,51
9807035,5,8,13
9807036,0,2,2
9807037,3,14,17
9807038,3,9,12
9807039,1,3,4
9807040,15,28,43
